order,species,family,locomotion,logmass,mig,hetero,abslat,latitude,diet,hemisphere,habitat_category,habitat_sub,mig.het1,mig.het2
Carnivora,Mustela_nivalis,Mustelidae,T,2.27,0,0,56.13,56.13,Carnivore,N,Forest,BF,0,0
Rodentia,Myoprocta_acouchy,Dasyproctidae,T,2.78,0,0,1.67,1.67,Herbivore,N,Forest,TRF,0,0
Rodentia,Myopus_schisticolor,Muridae,T,1.4,0,0,60.44,60.44,Omnivore,N,Forest,BF,0,0
Pilosa,Myrmecophaga_tridactyla,Myrmecophagidae,T,4.35,0,0,7.64,-7.64,Insectivore,S,Forest,TRF,0,0
Carnivora,Nandinia_binotata,Viverridae,T,3.3,0,0,0.44,-0.44,Carnivore,S,Forest,TRF,0,0
Soricomorpha,Neomys_fodiens,Soricidae,T,1.16,0,0,54.42,54.42,Insectivore,N,Forest,TEF,0,0
Carnivora,Neophoca_cinerea,Otariidae,W,5.28,0,0,33.98,-33.98,Carnivore,S,Marine,MCP,0,0
Rodentia,Neotoma_albigula,Muridae,T,2.31,0,0,32.12,32.12,Herbivore,N,Forest,TEF,0,0
Rodentia,Neotoma_cinerea,Muridae,T,2.48,0,0,48.44,48.44,Herbivore,N,Forest,BF,0,0
Rodentia,Neotoma_fuscipes,Muridae,T,2.36,0,0,40.47,40.47,Herbivore,N,Forest,TEF,0,0
Rodentia,Neotoma_lepida,Muridae,T,2.21,0,0,36.78,36.78,Herbivore,N,Shrubland,TES,0,0
Artiodactyla,Neotragus_batesi,Bovidae,T,3.48,0,0,0.76,0.76,Herbivore,N,Forest,TRF,0,0
Soricomorpha,Neurotrichus_gibbsii,Talpidae,T,0.95,0,0,44.55,44.55,Insectivore,N,Forest,TEF,0,0
Chiroptera,Noctilio_leporinus,Noctilionidae,A,1.78,0,0,6.16,-6.16,Carnivore,S,Forest,TRF,0,0
Primates,Nycticebus_coucang,Loridae,T,3.07,0,0,1.38,1.38,Omnivore,N,Forest,TRF,0,0
Lagomorpha,Ochotona_collaris,Ochotonidae,T,2.11,0,0,62.84,62.84,Herbivore,N,Forest,BF,0,0
Lagomorpha,Ochotona_princeps,Ochotonidae,T,2.2,0,0,45.55,45.55,Herbivore,N,Forest,TEF,0,0
Rodentia,Octodon_bridgesi,Octodontidae,T,2.18,0,0,36.82,-36.82,Herbivore,S,Forest,TEF,0,0
Rodentia,Octodon_degus,Octodontidae,T,2.32,0,0,32.14,-32.14,Herbivore,S,Shrubland,TES,0,0
Rodentia,Octodon_lunatus,Octodontidae,T,2.37,0,0,32.63,-32.63,Herbivore,S,Shrubland,TES,0,0
Rodentia,Octodontomys_gliroides,Octodontidae,T,2.18,0,0,21.11,-21.11,Herbivore,S,Shrubland,TRS,0,0
Rodentia,Oligoryzomys_longicaudatus,Muridae,T,1.43,0,0,41.01,-41.01,Herbivore,S,Forest,TEF,0,0
Rodentia,Onychomys_leucogaster,Muridae,T,1.45,0,0,40.83,40.83,Omnivore,N,Shrubland,TES,0,0
Rodentia,Onychomys_torridus,Muridae,T,1.4,0,0,34,34,Omnivore,N,Shrubland,TES,0,0
Artiodactyla,Oreotragus_oreotragus,Bovidae,T,4.11,0,0,10.65,-10.65,Herbivore,S,Savanna,GS,0,0
Tubulidentata,Orycteropus_afer,Orycteropodidae,T,4.72,0,0,2.25,-2.25,Insectivore,S,Forest,TRF,0,0
Lagomorpha,Oryctolagus_cuniculus,Leporidae,T,3.33,0,0,0.87,-0.87,Herbivore,S,Forest,TEF,0,0
Carnivora,Otaria_flavescens,Otariidae,W,5.44,0,0,41.5,-41.5,Carnivore,S,Marine,MCP,0,0
Carnivora,Otocyon_megalotis,Canidae,T,3.62,0,0,12.8,-12.8,Carnivore,S,Savanna,GS,0,0
Rodentia,Otomys_irroratus,Muridae,T,2.01,0,0,28.98,-28.98,Omnivore,S,Savanna,GS,0,0
Rodentia,Otomys_sloggetti,Muridae,T,2.03,0,0,29.56,-29.56,Omnivore,S,Savanna,GS,0,0
Rodentia,Otomys_unisulcatus,Muridae,T,2.1,0,0,31.59,-31.59,Omnivore,S,Shrubland,TRS,0,0
Artiodactyla,Ovibos_moschatus,Bovidae,T,5.49,0,0,72.83,72.83,Herbivore,N,Tundra,GTU,0,0
Rodentia,Oxymycterus_roberti,Muridae,T,1.92,0,0,17.32,-17.32,Insectivore,S,Forest,TEF,0,0
Primates,Pan_troglodytes,Hominidae,T,4.65,0,0,3.52,3.52,Frugivore,N,Forest,TRF,0,0
Carnivora,Panthera_leo,Felidae,T,5.21,0,0,4.2,-4.2,Carnivore,S,Savanna,GS,0,0
Carnivora,Panthera_onca,Felidae,T,5,0,0,4.93,-4.93,Carnivore,S,Forest,TEF,0,0
Carnivora,Panthera_pardus,Felidae,T,4.74,0,0,6.51,6.51,Carnivore,N,Forest,TEF,0,0
Carnivora,Panthera_tigris,Felidae,T,5.21,0,0,25.95,25.95,Carnivore,N,Forest,BF,0,0
Carnivora,Paradoxurus_hermaphroditus,Viverridae,T,3.51,0,0,15.86,15.86,Carnivore,N,Forest,TEF,0,0
Rodentia,Paraxerus_cepapi,Sciuridae,T,2.26,0,0,16.41,-16.41,Herbivore,S,Savanna,GS,0,0
Rodentia,Paraxerus_palliatus,Sciuridae,T,2.49,0,0,12.16,-12.16,Herbivore,S,Forest,TRF,0,0
Rodentia,Parotomys_brantsii,Muridae,T,2.11,0,0,29.31,-29.31,Omnivore,S,Shrubland,TRS,0,0
Rodentia,Pedetes_capensis,Pedetidae,T,3.5,0,0,19.41,-19.41,Herbivore,S,Savanna,GS,0,0
Peramelemorphia,Perameles_gunnii,Peramelidae,T,2.94,0,0,41.75,-41.75,Omnivore,S,Grassland,GTE,0,0
Peramelemorphia,Perameles_nasuta,Peramelidae,T,2.99,0,0,29.77,-29.77,Insectivore,S,Forest,TEF,0,0
Diprotodontia,Petauroides_volans,Psuedocheiridae,T,3.11,0,0,27.71,-27.71,Herbivore,S,Forest,TEF,0,0
Diprotodontia,Phalanger_carmelitae,Phalangeridae,T,3.31,0,0,6.28,-6.28,Herbivore,S,Forest,TRF,0,0
Diprotodontia,Phalanger_intercastellanus,Phalangeridae,T,3.24,0,0,8.9,-8.9,Herbivore,S,Forest,TEF,0,0
Diprotodontia,Phalanger_sericeus,Phalangeridae,T,3.3,0,0,6.25,-6.25,Herbivore,S,Forest,TEF,0,0
Dasyuromorphia,Phascogale_tapoatafa,Dasyuridae,T,2.29,0,0,29.53,-29.53,Carnivore,S,Forest,TRF,0,0
Diprotodontia,Phascolarctos_cinereus,Phascolarctidae,T,4.01,0,0,27.77,-27.77,Herbivore,S,Forest,TEF,0,0
Rodentia,Phenacomys_intermedius,Muridae,T,1.4,0,0,47.88,47.88,Herbivore,N,Forest,BF,0,0
Didelphimorphia,Philander_opossum,Didelphidae,T,2.88,0,0,2.9,-2.9,Omnivore,S,Forest,TRF,0,0
Carnivora,Phoca_vitulina,Phocidae,W,5,0,0,60.18,60.18,Carnivore,N,Marine,MCP,0,0
Rodentia,Phodopus_campbelli,Muridae,T,1.37,0,0,45.38,45.38,Omnivore,N,Shrubland,TES,0,0
Chiroptera,Phyllostomus_discolor,Phyllostomidae,A,1.57,0,0,5.3,-5.3,Omnivore,S,Forest,TRF,0,0
Chiroptera,Phyllostomus_hastatus,Phyllostomidae,A,1.97,0,0,6.05,-6.05,Omnivore,S,Forest,TRF,0,0
Rodentia,Phyllotis_magister,Muridae,T,1.84,0,0,17.31,-17.31,Omnivore,S,Forest,TRF,0,0
Diprotodontia,Potorous_longipes,Potoroidae,T,3.28,0,0,37.27,-37.27,Herbivore,S,Forest,TEF,0,0
Diprotodontia,Potorous_tridactylus,Potoroidae,T,3.04,0,0,34.69,-34.69,Herbivore,S,Forest,TEF,0,0
Carnivora,Potos_flavus,Procyonidae,T,3.48,0,0,4.32,-4.32,Carnivore,S,Forest,TRF,0,0
Carnivora,Prionodon_linsang,Viverridae,T,2.85,0,0,1.58,1.58,Carnivore,N,Forest,TRF,0,0
Hyracoidea,Procavia_capensis,Procaviidae,T,3.48,0,0,6.73,6.73,Herbivore,N,Savanna,GS,0,0
Carnivora,Procyon_lotor,Procyonidae,T,3.74,0,0,39.18,39.18,Omnivore,N,Forest,TRF,0,0
Rodentia,Proechimys_semispinosus,Echimyidae,T,2.56,0,0,7.19,7.19,Omnivore,N,Forest,TRF,0,0
Diprotodontia,Pseudocheirus_peregrinus,Psuedocheiridae,T,2.95,0,0,30.37,-30.37,Herbivore,S,Forest,TEF,0,0
Rodentia,Pseudomys_gracilicaudatus,Muridae,T,1.87,0,0,24.3,-24.3,Omnivore,S,Forest,TEF,0,0
Scandentia,Ptilocercus_lowii,Tupaiidae,T,1.63,0,0,3.5,3.5,Omnivore,N,Forest,TRF,0,0
Artiodactyla,Pudu_puda,Cervidae,T,3.99,0,0,40.86,-40.86,Herbivore,S,Forest,TEF,0,0
Carnivora,Puma_concolor,Felidae,T,4.71,0,0,6.82,6.82,Carnivore,N,Forest,BF,0,0
